,pred
117,28.504875985134948
118,15.57090812990541
119,6.91816921415994
120,7.03499773384874
121,22.67430663337059
122,104.1744708877697
123,283.1176606344938
124,523.7032132482791
125,243.6175103797759
126,184.24617423946344
127,196.56435272120376
128,255.47392771379376
129,253.95816073790775
130,254.49243417713734
131,253.92429944693825
132,375.0500842145486
133,526.4587645648112
134,546.524314516067
135,399.2183905477966
136,273.227149779169
137,218.78613940076576
138,185.53470243795536
139,137.27965268678463
140,113.18507666342028
141,78.87758153891372
142,56.38501860594696
143,28.997881586280972
144,9.165255870260502
145,8.006198886284
146,25.739757786002137
147,52.431813431865805
148,140.14597159668563
149,211.3603709581391
150,264.30185218411725
151,409.58946283672987
152,393.6600709623865
153,394.88996081229436
154,393.0759933392739
155,391.54113647529215
156,434.85043390094614
157,416.2761537862263
158,393.05548396517605
159,316.29872694134605
160,261.78257148217386
161,211.42001511223424
162,185.7670932543447
163,137.44260302257885
164,112.77203442541854
165,85.74074076689328
166,70.29442356991733
167,34.233168233102994
168,8.621552321854677
169,9.12404687572474
170,21.205967500240522
171,45.72795319456379
172,94.02995049653151
173,180.96639454815605
174,304.1150779198162
175,368.0956760721246
176,369.8517284184267
177,373.3611247657585
178,374.17177218954095
179,375.68384226399974
180,420.0395473815009
181,422.0328680500051
182,381.28463557058313
183,323.79266985906906
184,250.39890089464018
185,158.26063828790663
186,108.77079399376383
187,61.82364606016393
188,107.24486397576565
189,73.45012159594755
190,54.73137415261235
191,29.326423487925858
192,12.079408530797165
193,12.840008166131328
194,28.40490009708471
195,59.42369046312024
196,132.2167770741593
197,204.37172380664896
198,306.4949761697451
199,334.2898792261235
200,336.53421394247715
201,329.7101562059233
202,329.86885656843367
203,329.0645776741317
204,402.0592096549953
205,404.4114067665373
206,379.9992427754231
207,337.8693675137108
208,258.8332015854562
209,193.85407005731722
210,136.9785156228022
211,87.88389226459822
212,32.37000314662062
213,16.54730784663966
214,8.983219534651665
215,5.684362130399478
216,5.907290594377376
217,24.527378352921986
218,109.90979711137574
219,319.5480234903965
220,458.62555019633714
221,213.64446852688684
222,127.72215434844867
223,154.8803975222443
224,185.32066870351417
225,176.6708848838107
226,165.08001907884605
227,166.97226928760122
228,278.19623496052117
229,511.64035378181944
230,511.28209929711863
231,364.72238377893734
232,241.91998332790223
233,100.09984552547944
234,132.36545787220942
235,60.658887339981845
236,29.84605145038543
237,13.837653982395398
238,7.367329500045073
239,3.976028956724572
240,5.242524745718864
241,21.87697028603736
242,113.75853186912856
243,214.78406525374328
244,471.109507392832
245,218.11226717490615
246,126.96432266223339
247,157.38003792309567
248,229.63606345905345
249,228.52728341410636
250,230.56462130294653
251,217.00296270302985
252,321.8948349997022
253,615.2569799035912
254,616.3668258499539
255,435.3355409218852
256,276.7393051960475
257,236.65580083711535
258,172.15885185449554
259,96.96916398640612
260,46.89289670742566
261,21.596344157743875
262,9.02031825790101
263,5.665235882410857
264,6.021567321582276
265,26.16482144326389
266,116.31993685089847
267,321.37810983268105
268,482.33895062572805
269,218.66734357749104
270,139.30887237269638
271,168.6169915167389
272,242.80122404719327
273,215.61751170250946
274,188.38202303796766
275,185.62767326618194
276,300.34172427125884
277,596.6506305352526
278,601.1504405678594
279,436.7334617008452
280,323.12932518470205
281,236.48331323584426
282,182.27639906515495
283,109.42687711940144
284,60.96894228656709
285,27.55787003706446
286,16.43894650215069
287,7.490695385979226
288,7.484545462939418
289,21.95515974436604
290,77.9157187651583
291,280.90233796967556
292,467.15200591333155
293,234.30208544593202
294,176.22437903365883
295,185.20127762632035
296,237.8561204501014
297,234.64229400343237
298,157.13496234803176
299,157.13496234803176
300,302.0943872340163
301,574.6635955774312
302,261.6238825390474
303,232.63211650120076
304,141.9208743964757
305,182.9037013797837
306,95.471394164059
307,139.82855705032168
308,112.84440030583528
309,80.28621557606836
310,57.469991428995115
311,26.3524909826276
312,8.681223797593141
313,8.706883759575717
314,28.351570302319182
315,71.28230978548073
316,165.13788332384905
317,199.93450104375347
318,353.9254863036185
319,439.0978878173267
320,517.7585113061864
321,538.7372232714704
322,542.0151260187229
323,555.3264875566572
324,484.58619379012583
325,463.96914272317656
326,447.47711084734414
327,362.8764980234427
328,268.67544360034066
329,235.47886124439748
330,198.12570053828173
331,156.16450600625848
332,114.10314406169428
333,90.19781874781515
334,69.09220035348312
335,33.28778224112992
336,11.358427640247978
337,11.149172130536636
338,20.242685933108948
339,55.63417736186689
340,104.7824332635242
341,187.36946025476175
342,358.0612123475806
343,459.8292739986389
344,507.3517399210832
345,530.2430197131654
346,518.5808233451063
347,528.4976984200866
348,470.2237647840312
349,463.3180895667145
350,450.201389335906
351,350.452122842553
352,253.87883170118093
353,185.31652150376613
354,135.15696642163604
355,75.80176835103187
356,35.44225410596382
357,15.27052389906068
358,10.147006731038047
359,4.5080978138064705
360,5.355709685499914
361,25.08555216759606
362,108.63466388129726
363,322.6828387850186
364,468.5932917539886
365,211.7761561294611
366,134.13597409153468
367,163.5808642821579
368,201.70563148435266
369,202.65403086057086
370,196.24327782537364
371,205.330664083334
372,312.7040807973789
373,557.2793628199645
374,544.8999014478106
375,380.08246487720766
376,273.9690057321477
377,206.38908493954764
378,133.09299517060788
379,70.5189629223399
380,32.481302188216475
381,13.526919882749658
382,8.186118958018712
383,3.69878160620575
384,4.008951676334086
385,16.65087492426665
386,106.95993308341116
387,340.63062606662135
388,459.7824993057859
389,255.3131221873034
390,130.25233875030008
391,153.9105721130073
392,186.42897031308684
393,217.36604210198465
394,198.86726414820077
395,202.683836263208
396,324.870303958501
397,622.6673183158558
398,639.5165752340123
399,433.1913483729282
400,320.04334903785815
401,236.18985978572164
402,164.11365059854654
403,80.61815370891966
404,37.13140113112567
405,19.73928331467454
406,8.349017618406187
407,4.831787919561283
408,5.082685088926389
409,26.268134491897886
410,115.45606929932909
411,342.2747653959287
412,526.0491616048118
413,267.72809383102685
414,156.1819787298837
415,176.9270219139496
416,231.05692425265858
417,231.29089122987887
418,223.13649314831596
419,225.9280020474594
420,335.7132434253823
421,634.8769328330266
422,593.2588903035185
423,357.98112899153074
424,282.8121036189488
425,238.11455835175744
426,166.2729469026386
427,90.90303728976234
428,43.764535372992285
429,19.180208050987805
430,10.029731707464217
431,6.282152146598046
432,5.029741850660818
433,26.087870540591034
434,113.93282568284405
435,336.96281249532166
436,532.5154435850087
437,267.4610107142619
438,152.75776738373744
439,173.59216203626156
440,242.96675782291402
441,226.92540077290548
442,230.58096750620678
443,209.39154252627347
444,339.63987524744255
445,656.0415360947958
446,629.1589637324291
447,414.0953649052195
448,324.3724443730469
449,223.03990417519543
450,185.3391322082959
451,111.078522934192
452,60.046731559522726
453,28.08890197150283
454,16.527395994380214
455,7.54107343486107
456,7.228074186180862
457,25.786592539940834
458,107.50650403200656
459,330.07534566840457
460,523.3087171863816
461,244.1056417901117
462,195.33357406094044
463,207.01205762993365
464,266.68736314966577
465,271.09849701166297
466,274.8515115070116
467,282.74795600874586
468,370.0174930802689
469,568.2987542409799
470,554.9490971556654
471,421.83116903994005
472,282.7427786391511
473,223.3413485369788
474,190.9841579700162
475,153.71132103749963
476,114.78789835558051
477,81.49153650734857
478,53.59138391137954
479,29.68111062639977
480,10.743283817895497
481,11.364731974225474
482,29.520416754202778
483,68.28465908984928
484,143.65973297233765
485,216.88751704615723
486,359.396351641452
487,442.18610155102715
488,456.69449184581316
489,458.54235657965864
490,461.9772577938532
491,451.92775372364457
492,459.8922583153354
493,461.991751591477
494,450.3016708240829
495,357.7421360666743
496,270.2853261488024
497,220.48927165045527
498,194.39230716429975
499,151.76847372197702
500,114.29985218322138
501,88.83545581084671
502,71.150340943332
503,34.4377846352194
504,12.276078482706932
505,11.556340286631977
506,22.951228019987603
507,48.28611218476087
508,94.45168282490809
509,185.71671657499638
510,355.0467850255146
511,405.32577671188693
512,449.6143999042714
513,452.82353651557105
514,453.2052327145304
515,451.2046668664523
516,438.3522045940587
517,416.78977523749677
518,395.4585953484984
519,348.3092960964497
520,250.5109853472246
521,186.46514830757934
522,146.76675191637702
523,82.41312934463507
524,38.95356239706305
525,18.104086398407844
526,9.287568754555629
527,5.604434536374172
528,5.947714438058624
529,23.86377954754805
530,108.66283737233265
531,309.07627030723603
532,475.40762161619415
533,214.57012205522432
534,135.87719591253708
535,145.243901401562
536,191.64062298542297
537,188.0567255553848
538,169.8451033615265
539,170.84177227370284
540,287.37563397495137
541,516.4865546702933
542,521.4630199764653
543,370.5356303677875
544,281.1843518976679
545,204.7774760235195
546,149.39447847305107
547,81.15772076452629
548,33.05870302076534
549,16.329452473889155
550,8.807638822628101
551,4.693450471207392
552,4.542234404407849
553,16.59562486121845
554,107.23353507408633
555,190.38142097759246
556,451.9765949077145
557,215.53609769288326
558,111.90365309178134
559,114.1815740841923
560,111.25681558972559
561,109.04156864772298
562,102.31194601886833
563,100.3429765884128
564,197.70665272910392
565,265.08481040056176
566,486.4889952764733
567,314.20758443970647
568,225.54015196563276
569,192.61577134434836
570,137.8516638682511
571,65.70116665303186
572,29.073544923491795
573,17.135407164796725
574,8.742022434593466
575,5.517811121372939
576,5.766633873142634
577,25.590576707154025
578,111.17442318030182
579,324.31845489848996
580,466.5931229497268
581,216.60963302744636
582,132.9982973185953
583,165.6177011990871
584,221.9658770348615
585,209.21996465828596
586,218.83486517950016
587,223.66499368383649
588,333.6139501714392
589,540.3750713342695
590,530.2030605435308
591,378.76758880883375
592,319.6163749017253
593,224.42907617992455
594,167.18248352844537
595,95.80762279529671
596,45.47440902349919
597,19.378066797372156
598,8.87831682062811
599,5.4882490678873515
600,6.077804621865808
601,22.521632901202732
602,112.28009163238136
603,323.1198121544779
604,478.8879080378401
605,218.80435299611355
606,136.0747717553431
607,171.7405513333143
608,223.95986964648952
609,229.02587448186677
610,192.8775246071604
611,186.83330032335266
612,291.24769626983067
613,656.0978134103077
614,600.3751958174837
615,436.12847761471266
616,319.7782074633285
617,237.67098609405224
618,181.57483311748248
619,105.49516010936902
620,59.62884683308618
621,26.4699034116505
622,15.549191219209424
623,6.969100284434063
624,6.620367819598713
625,25.051208586341318
626,104.86916849913956
627,322.95168529892567
628,479.3696139843266
629,242.89661594712513
630,193.6950308938996
631,202.71500039148066
632,293.9331537293242
633,281.95965163084054
634,306.10216711291497
635,307.2171808075537
636,381.8679423797647
637,551.1474392917935
638,635.8393662780388
639,424.0224174816724
640,284.8621391460321
641,223.32366270375107
642,195.46952483372436
643,145.56382431639625
644,115.75102186141119
645,82.9763992984879
646,56.684467999613915
647,28.1500743245576
648,10.550761232036281
649,11.357784541369856
650,29.437409993615173
651,65.89734801629754
652,156.53362874277562
653,221.39268479167265
654,357.35116326907
655,485.3233362592788
656,545.0370428158251
657,538.5542244390889
658,537.0334219605847
659,458.6696608393553
660,485.6263862661973
661,444.84654045026394
662,424.4524975079406
663,352.0368542920721
664,267.04684100236443
665,214.64059525537647
666,193.2610044606306
667,146.26017690118846
668,114.89355569278023
669,88.60754722063885
670,71.0443013521712
671,33.40729683029892
672,11.47637039071392
673,11.773795596214494
674,23.153526535836633
675,56.54251634791897
676,103.9197559311947
677,188.44729332883392
678,336.2159883141344
679,405.10612943337196
680,450.0805380520632
681,457.46532220269614
682,468.06705377395105
683,456.8426332715864
684,443.1352764707555
685,410.85589490067264
686,402.15179112714776
687,335.7082487564375
688,241.27695856433755
689,183.95845711453373
690,138.63613321786187
691,77.51226846083895
692,33.6831829028661
693,16.294155237225436
694,10.570233852653205
695,5.011614459774968
696,5.582576132414151
697,16.56989553690767
698,74.23579553360287
699,182.5959035895756
700,452.16398467960374
701,247.4803873723108
702,85.06214624132237
703,133.63376374266997
704,110.54439485765575
705,194.92888696009595
706,188.59021472045544
707,197.06963257718027
708,299.428171246204
709,591.1682644089359
710,594.82943889348
711,378.5989292147587
712,263.02982503713105
713,206.25411969233159
714,129.1795222673157
715,62.30874488667005
716,31.463627233096844
717,14.37363891602024
718,8.421035555377191
719,5.320877697444022
720,5.8529354156326185
721,20.97086867466173
722,109.53970750024615
723,297.6056715980368
724,452.9134812003696
725,221.40167289084687
726,146.2825841955957
727,167.85280331664927
728,212.2400361326331
729,203.23933578822394
730,186.1010365316524
731,180.95226318682498
732,303.7879460735969
733,549.8889411588901
734,561.0147052801768
735,414.3513515758304
736,308.5720050910788
737,233.92915094125365
738,153.54302359347668
739,81.04194360747766
740,35.4481945258385
741,16.89401831715074
742,9.04428046445055
743,5.273299800791472
744,5.449962567993984
745,25.341049053136654
746,112.81054356839459
747,277.7085757902653
748,513.3586710378386
749,222.29362950752574
750,131.76392391694833
751,153.31055107595608
752,157.86693242839786
753,158.10446264706792
754,146.69027066323352
755,146.37579733072195
756,268.54084580298394
757,545.2650858569261
758,546.6372907237397
759,429.0264941777883
760,322.36074402232606
761,233.57989930284734
762,174.20834355490766
763,97.29424881420572
764,45.99354042093916
765,19.3229489044847
766,8.62088415054093
767,5.977377060682824
768,5.82767952306985
769,25.06762819600101
770,108.63974207566348
771,286.7336681016509
772,424.85979938448327
773,198.5601027668293
774,124.87449978132774
775,150.41361390885584
776,147.9662437045467
777,148.31083400832824
778,146.78962264244984
779,146.09004144222544
780,264.46383209083376
781,495.7534892064489
782,487.758594632704
783,370.88978364473513
784,295.65315332719047
785,226.890214638154
786,174.73755974549775
787,111.89924496605614
788,60.59290798254957
789,26.35674844615616
790,15.855453279682422
791,7.636876588312524
792,7.557112526589652
793,21.76580594842989
794,101.70858884124159
795,292.12225490384725
796,434.5312645742756
797,217.20450746827748
798,158.46564898002674
799,173.81088925718194
800,195.82617423757958
801,199.56099791424103
802,200.50267048836903
803,201.3552871148069
804,346.27778330128893
805,483.2798413642147
806,466.13384061021935
807,342.30343944187354
808,263.0690327102981
809,174.72550514278936
810,178.40973944800098
811,135.67711799520828
812,115.7665784708713
813,77.51145317623755
814,55.80052064465727
815,31.20963470773985
816,8.10611713788547
817,7.849172833485269
818,27.449866136581885
819,58.971748219934874
820,132.49390375153115
821,203.60540464224522
822,282.8866899377263
823,337.85723939982114
824,394.6730678953419
825,389.5918663446516
826,407.1344026132714
827,367.74255610144013
828,381.68581817226686
829,370.9885823820473
830,366.0694959831692
831,334.7191323281822
832,265.7706394658398
833,221.69983160940336
834,188.3416584070506
835,148.65522991284047
836,116.77655741509685
837,87.73829484634956
838,71.26118555567727
839,36.87374961911371
840,10.054301303986115
841,10.768099337447595
842,19.30717337573435
843,43.894046078638915
844,94.09737094352352
845,179.76616397983082
846,302.99348005709413
847,346.68232326633023
848,392.7651865258611
849,393.2304167727964
850,368.33535452346734
851,295.9921063679381
852,377.2989628340983
853,358.9452130566575
854,349.2075482394696
855,326.1255000115293
856,251.06897386854945
857,184.80165526209552
858,148.01203937556426
859,82.51410552669103
860,36.20761227876479
861,17.99821664572482
862,9.672009344934233
863,5.513033586410494
864,6.351574431667169
865,24.217711406854377
866,107.13412493995305
867,306.18053740345226
868,426.4787213073991
869,204.82921290788133
870,123.97678434963407
871,144.3801086943797
872,191.1269983320208
873,189.35393822474344
874,175.96328164557104
875,177.52632665661676
876,302.8480581375915
877,543.1815478618369
878,547.0315823069767
879,377.5699708380348
880,276.4008811663547
881,199.06442288650393
882,141.15820262618772
883,81.61526823066143
884,31.49168997623102
885,14.699719424428794
886,9.200092503102955
887,4.832848950318636
888,5.339175623657834
889,26.66211398355233
890,109.1098844272647
891,328.25201408283215
892,448.4301212722935
893,219.45905984252957
894,141.03630094608235
895,166.75646568199954
896,224.31095946140277
897,233.06286964364313
898,231.2865544849926
899,236.07695165408785
900,326.689106328993
901,563.9806571691346
902,551.4613712320452
903,394.2354710825597
904,299.05645328608756
905,231.29179805848653
906,160.02091723316204
907,83.6443768235244
908,36.55583981149725
909,15.686496559361121
910,8.332633581153738
911,4.884888350779929
912,6.011701988978513
913,27.393487662847125
914,111.00205995018307
915,321.26535542049305
916,459.841358610009
917,209.98556651473365
918,137.5427362271094
919,160.03343344983142
920,207.99379928306072
921,198.2226924412019
922,178.91756764910917
923,178.1215280245476
924,296.25300239362787
925,543.015660883729
926,545.2237771889843
927,371.764645550968
928,299.70047826709356
929,236.24141663262046
930,173.3586869279599
931,97.90696984641576
932,45.25225626614912
933,21.307693498693652
934,8.613025196178473
935,5.831761477091306
936,6.499043610088003
937,26.725099657173484
938,111.52577635389224
939,302.59155964000877
940,456.58897005877515
941,210.06531396724628
942,128.38827325537503
943,153.86614472724645
944,167.77693206550376
945,161.8380559322784
946,158.7953349404202
947,158.88878900487424
948,273.2140128367557
949,506.73362226188334
950,501.5065604226013
951,367.0457040426562
952,299.662121762818
953,225.44231703970507
954,178.36413420825554
955,112.68553946177326
956,60.80156859912013
957,27.403930012644572
958,16.51785635337188
959,7.308334601732571
960,7.2411091888552255
961,25.94532131582449
962,102.62076584093113
963,290.46659953509425
964,429.2792784153413
965,218.01061812822866
966,163.68712392649923
967,169.67297128636858
968,199.21280935861077
969,200.48955599548262
970,202.3862990878115
971,203.47062616362177
972,342.1745525291055
973,470.03805557213485
974,465.03239267661775
975,360.04477165411276
976,272.1040859699938
977,209.2188339092865
978,152.8970292670063
979,131.70218108261494
980,113.06589496262163
981,73.21173347319828
982,57.708967604342625
983,31.195408517263655
984,8.758164047839815
985,8.409284622025726
986,23.724567196019414
987,58.971748219934874
988,136.34141044763302
989,203.81820391967915
990,277.3359246853551
991,297.3235134674333
992,294.49640193175424
993,294.49640193175424
994,294.6174019317542
995,294.6174019317542
996,374.8888128488481
997,368.9982925743552
998,355.7884330970704
999,326.7417238862979
1000,260.3759083062316
1001,215.61494057174008
1002,186.55247946550972
1003,147.7281404419707
1004,116.28619376816641
1005,87.65179233515717
1006,71.68049486826013
1007,36.19014700080745
1008,9.544112319331726
1009,11.926486746518817
1010,20.631596174130763
1011,43.9310103643532
1012,94.09737094352352
1013,179.89088620205305
1014,269.95441377860004
1015,296.8525910802152
1016,294.14326605991477
1017,293.84622902287776
1018,293.84622902287776
1019,294.14326605991477
1020,368.37361617840475
1021,359.9133606238961
1022,353.63574700423015
1023,323.59031675215925
1024,252.60180665217737
1025,186.70416269932468
1026,148.1981720986764
1027,71.91700872382285
1028,35.33781232945594
1029,15.78794098457094
1030,8.90165996423976
1031,5.143990631688472
1032,5.838813530017011
1033,21.457732364803178
1034,110.26134066593465
1035,299.22930520109503
1036,420.14135105245174
1037,195.7720443637588
1038,121.02067788979495
1039,148.34004038886812
1040,166.10727889359632
1041,163.7098726209685
1042,159.64931644530463
1043,159.58247901035713
1044,262.09048973391475
1045,530.2760140774451
1046,528.0112788203502
1047,382.2552838258282
1048,279.0879649893187
1049,213.37995608522797
1050,148.33690202004672
1051,80.2507691573179
1052,34.52159670421886
1053,17.99417927110181
1054,8.578196837103091
1055,5.221462838531286
1056,6.110682782268712
1057,25.723726722183777
1058,112.34622808321753
1059,303.76325469856073
1060,424.0480832926863
1061,197.92329587188956
1062,122.5128150983941
1063,150.06393661212135
1064,153.8264979651315
1065,151.22419800322274
1066,148.67977316441898
1067,149.39147051701764
1068,270.59917548901905
1069,524.6168099119201
1070,523.9056615733344
1071,382.20491510547026
1072,231.20031192599643
1073,203.67836709726348
1074,147.06993884324123
1075,79.41285814754451
1076,114.80973026918132
1077,81.90981444568969
1078,56.99142525596643
1079,30.911621256338226
1080,8.545437283352756
1081,10.911109817346373
1082,24.585753047486246
1083,56.675218631177856
1084,128.27253183144467
1085,195.17462315730378
1086,303.1293526113049
1087,338.6721779015921
1088,294.28418379791214
1089,297.04947967196637
1090,297.04947967196637
1091,291.74385189120176
1092,357.3752105612977
1093,361.26879007556863
1094,338.22806272220487
1095,332.19322057055035
1096,278.00676130238173
1097,232.36242130206367
1098,173.80694913303284
1099,95.72045384869227
1100,45.252796755071955
1101,19.8151569923874
1102,8.558032233713988
1103,5.699358001270415
1104,5.980710330498635
1105,25.778512330755554
1106,110.45659015559274
1107,298.3418351107699
1108,437.1112292730844
1109,198.69888813886647
1110,122.85539006073242
1111,153.3678180806884
1112,150.36634370857098
1113,150.32601459431066
1114,148.35990599559722
1115,148.45336006005127
1116,267.92304625199495
1117,496.9997387520078
1118,479.529440843779
1119,368.0755998831646
1120,296.4206003894882
1121,227.6042552616059
1122,177.05593861018005
1123,111.80452472733111
1124,60.81676859912013
1125,26.84477914942258
1126,16.60479453568547
1127,7.015028445984047
1128,7.228124852656182
1129,25.579587873086282
1130,103.41959759908336
1131,292.54685203463407
1132,437.94878183643795
1133,210.53866043154972
1134,170.87822728790638
1135,180.88275097994472
1136,231.98517709741512
1137,240.84438724278766
1138,205.3902812441773
1139,230.3419083957799
1140,348.14728331803127
1141,473.9161653230119
1142,461.80013361506417
1143,363.1091925673546
1144,272.16714870614845
1145,218.11317029461415
1146,184.47207370642792
1147,144.83695589950793
1148,116.01165693932938
1149,77.22353788797919
1150,55.54110309064693
1151,31.304501940299144
1152,10.253050487506668
1153,10.220694990350895
1154,26.831945543018676
1155,58.28868562506669
1156,133.0146973227989
1157,204.42644660552796
1158,278.38729892483826
1159,297.63255496945413
1160,293.50602912473664
1161,293.44115800795475
1162,293.57978138457815
1163,293.64465250136004
1164,374.8888128488481
1165,368.80559019340285
1166,363.5138325823976
1167,331.8952726762441
1168,265.9055018042261
1169,218.17626854058133
1170,186.45970699187842
1171,146.48150392545458
1172,116.8470827234784
1173,87.85405748623076
1174,71.12931055567728
1175,36.78361338171277
1176,9.838497110317379
1177,10.751876976525232
1178,19.89237706858841
1179,43.9310103643532
1180,94.09737094352352
1181,180.01390835910743
1182,297.20332729517105
1183,295.08572429482473
1184,294.0368771710258
1185,294.14326605991477
1186,294.42636496101363
1187,282.0182355869047
1188,361.45096224959605
1189,356.70306409310405
1190,339.2002998683843
1191,307.49167609733746
1192,242.52585733191847
1193,181.58569513805836
1194,116.10139045933158
1195,63.843453314633855
1196,29.232893428938038
1197,14.081262564131402
1198,7.068692405926137
1199,4.063907947446554
1200,4.648242015528657
1201,20.78607082386455
1202,75.39195186289317
1203,203.09009411448832
1204,395.5393044539906
1205,199.74837054559887
1206,124.73513919270061
1207,143.20404455054833
1208,182.96734339692648
1209,182.33354356761475
1210,174.1356378816065
1211,183.05128498876184
1212,282.817082199467
1213,558.4396841288151
1214,551.9724127239474
1215,386.194402229257
1216,274.72747421172295
1217,208.0903294397971
1218,149.2172216835921
1219,77.83162471692849
1220,36.70566194004951
1221,17.36893163880385
1222,8.821011761779065
1223,5.538063645493021
1224,6.122673248029989
1225,24.11310523680438
1226,108.39930557357494
1227,292.9102287850512
1228,423.17343229083895
1229,203.49897422810685
1230,125.27753151593623
1231,146.1271841368825
1232,195.36685766708285
1233,186.29669922123344
1234,171.522834399983
1235,175.68612254221887
1236,295.1175528484508
1237,557.8327821418305
1238,499.35594381827946
1239,317.6115679268421
1240,147.00881308101418
1241,97.62660979264369
1242,143.73836035929094
1243,73.62060162415402
1244,31.27295507367105
1245,14.86718689688277
1246,7.274554338002963
1247,5.520450743138506
1248,5.718272260831063
1249,24.406669293909978
1250,109.57859714788383
1251,290.7115212369429
1252,418.6239011808107
1253,206.74016066502244
1254,132.75104175604125
1255,145.1168107652876
1256,200.95228015945423
1257,195.66966336737326
1258,174.950427140202
1259,176.15084123600363
1260,295.9639562445585
1261,549.539628056575
1262,554.2534716366443
1263,389.3985161807528
1264,296.0996127622598
1265,227.1705828405124
1266,169.52500925106852
1267,93.67799940968797
1268,45.16884983611256
1269,19.961078909339935
1270,8.678765307754036
1271,6.029396580881741
1272,6.707751061185491
1273,25.700092478473643
1274,110.49158064844201
1275,302.8797110636105
1276,450.37256587415914
1277,208.5476294382278
1278,130.45738966939737
1279,154.96622970885122
1280,202.63460152349384
1281,197.65836999452145
1282,182.871594744911
1283,178.7579988534405
1284,297.2847683805236
1285,543.2801009566352
1286,532.9609406557464
1287,377.70410224472965
1288,298.683763690919
1289,226.10210227144606
1290,178.6311290650641
1291,107.05628337174
1292,60.80156859912013
1293,28.860298382171823
1294,16.61717275629739
1295,7.495508316211425
1296,7.514949828176953
1297,22.20691802575626
1298,102.36503760810791
1299,289.31544962275944
1300,447.21886480304624
1301,220.82474631240282
1302,171.09774666381583
1303,183.0228668027524
1304,233.7370902090566
1305,221.85723389610774
1306,222.63888085696016
1307,223.88389038325465
1308,354.0509310568508
1309,485.6936321238944
1310,484.1101801617862
1311,365.6458251790639
1312,270.91968416429603
1313,216.49184663380336
1314,185.2452768227432
1315,141.22049519527152
1316,115.49151688384688
1317,78.65559955316918
1318,56.49054324646582
1319,31.504407590912823
1320,9.859453289143929
1321,11.50514243494764
1322,27.126641586913756
1323,57.22917909355444
1324,136.37514693542988
1325,200.7291836965159
1326,307.6063521839973
1327,342.2780652351913
1328,374.375450659155
1329,378.00586666814905
1330,393.23964477039044
1331,391.5876155778429
1332,319.03131320968146
1333,267.9510963701236
1334,274.0415415728571
1335,266.6581616465775
1336,212.2236180010579
1337,154.83979637782312
1338,173.44123367902625
1339,134.99081176893424
1340,113.90009205200984
1341,83.74542454292884
1342,71.04856453421573
1343,36.00429343820069
1344,9.132518234229071
1345,9.712925213846805
1346,18.63130587469557
1347,44.59222397610694
1348,91.80782007518803
1349,175.75390846014477
1350,290.55707849707335
1351,333.6865668619125
1352,371.52066223086484
1353,297.1740617325889
1354,294.14326605991477
1355,297.5592316043838
1356,369.3397322485132
1357,345.38844547360134
1358,264.8563998896427
1359,264.3035700296131
1360,218.61879049946015
1361,174.46157031130332
1362,132.0068284541319
1363,82.4797076783301
1364,34.59317891642573
